X.chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction
chr20	49729574	49729886	26523167	26523171	Blood_Granulocytes	chr20:49729574-49729886	4CpGs	312bp	0.0654	0.895	0.83	0.562	0.00147	4.37e-30	U
chr20	49803019	49803205	26524192	26524198	Blood_B_cells	chr20:49803019-49803205	6CpGs	186bp	0.195	0.881	0.686	0.521	0.299	7.25e-71	U
chr20	49872207	49872785	26525077	26525089	Lung_Bronchial_Epithelium	chr20:49872207-49872785	12CpGs	578bp	0.164	0.915	0.75	0.429	-0.05	1.79e-23	U
chr20	49882082	49882256	26525213	26525220	Thyroid_Epithelium	chr20:49882082-49882256	7CpGs	174bp	0.166	0.937	0.772	0.665	-0.124	8.2e-35	U
chr20	49882305	49882655	26525221	26525237	Thyroid_Epithelium	chr20:49882305-49882655	16CpGs	350bp	0.0933	0.914	0.821	0.621	-0.105	2.52e-34	U
chr20	50035208	50035317	26528316	26528320	Head_Neck_Epithelium	chr20:50035208-50035317	4CpGs	109bp	0.173	0.886	0.713	0.499	-0.785	2.25e-61	U
chr20	50189422	50189530	26531131	26531137	Liver_Hepatocytes	chr20:50189422-50189530	6CpGs	108bp	0.0724	0.914	0.842	0.721	0.4	3.46e-93	U
chr20	50202887	50203027	26531587	26531592	Blood_T_cells	chr20:50202887-50203027	5CpGs	140bp	0.17	0.908	0.738	0.481	0.13	2.32e-105	U
chr20	50291950	50292019	26533052	26533056	Skeletal-Muscle	chr20:50291950-50292019	4CpGs	69bp	0.346	0.903	0.557	0.428	0.209	7.7e-30	U
chr20	50344242	50344371	26533841	26533844	Breast_Basal_Epithelium	chr20:50344242-50344371	3CpGs	129bp	0.136	0.863	0.727	0.502	0.304	1.43e-41	U
chr20	50384056	50384336	26534516	26534520	Small_intestine_Epithelium	chr20:50384056-50384336	4CpGs	280bp	0.172	0.836	0.663	0.45	0.0502	5.45e-37	U
chr20	50436830	50436860	26535394	26535398	Head_Neck_Epithelium	chr20:50436830-50436860	4CpGs	30bp	0.133	0.916	0.783	0.546	0.158	1.52e-95	U
chr20	50539926	50540205	26536823	26536832	Blood_B_cells	chr20:50539926-50540205	9CpGs	279bp	0.162	0.909	0.747	0.524	0.41	2.19e-61	U
chr20	50586619	50586843	26537450	26537457	Pancreas_Beta_cells	chr20:50586619-50586843	7CpGs	224bp	0.143	0.904	0.761	0.527	0.116	9.76e-37	U
chr20	50679661	50679738	26539184	26539189	Kidney_Epithelium	chr20:50679661-50679738	5CpGs	77bp	0.284	0.913	0.629	0.423	0.189	3.29e-83	U
chr20	50773975	50774118	26540773	26540777	Lung_Bronchial_Epithelium	chr20:50773975-50774118	4CpGs	143bp	0.256	0.893	0.637	0.479	0.125	2.23e-41	U
chr20	50808191	50808208	26541461	26541465	Head_Neck_Epithelium	chr20:50808191-50808208	4CpGs	17bp	0.214	0.885	0.671	0.521	-0.329	1.1e-54	U
chr20	50810610	50810706	26541483	26541494	Blood_B_cells	chr20:50810610-50810706	11CpGs	96bp	0.0622	0.926	0.863	0.694	0.535	6.15e-91	U
chr20	50810735	50811101	26541495	26541507	Blood_B_cells	chr20:50810735-50811101	12CpGs	366bp	0.202	0.928	0.726	0.522	0.306	3.46e-79	U
chr20	50819432	50819756	26541668	26541677	Blood_B_cells	chr20:50819432-50819756	9CpGs	324bp	0.107	0.945	0.838	0.689	0.388	2.15e-94	U
chr20	50821337	50821506	26541709	26541712	Blood_B_cells	chr20:50821337-50821506	3CpGs	169bp	0.0571	0.868	0.811	0.6	0.345	1.84e-52	U
chr20	51071767	51071812	26545673	26545678	Epidermal_Keratinocytes	chr20:51071767-51071812	5CpGs	45bp	0.159	0.902	0.742	0.509	0.228	3.97e-191	U
chr20	51306197	51306267	26548308	26548311	Gallbladder_epithelium	chr20:51306197-51306267	3CpGs	70bp	0.0779	0.913	0.835	0.632	0.474	1.47e-220	U
chr20	51352827	51352949	26548886	26548893	Colon_Epithelium	chr20:51352827-51352949	7CpGs	122bp	0.0532	0.915	0.862	0.606	0.0353	3.44e-46	U
chr20	51399469	51399832	26549535	26549538	Breast_Luminal_Epithelium	chr20:51399469-51399832	3CpGs	363bp	0.181	0.929	0.748	0.422	0.223	1.42e-43	U
chr20	51471159	51471330	26550628	26550631	Blood_T_cells	chr20:51471159-51471330	3CpGs	171bp	0.233	0.932	0.699	0.439	-0.372	2.69e-80	U
chr20	51480554	51480855	26550751	26550761	Blood_T_cells	chr20:51480554-51480855	10CpGs	301bp	0.216	0.896	0.68	0.402	-0.703	2.27e-58	U
chr20	51505779	51505865	26551159	26551164	Blood_NK_cells	chr20:51505779-51505865	5CpGs	86bp	0.155	0.926	0.771	0.466	0.263	2.99e-41	U
chr20	51506974	51507057	26551188	26551193	Heart_Cardiomyocytes	chr20:51506974-51507057	5CpGs	83bp	0.0451	0.917	0.872	0.712	0.555	9.87e-92	U
chr20	51586566	51586664	26552505	26552510	Head_Neck_Epithelium	chr20:51586566-51586664	5CpGs	98bp	0.17	0.906	0.736	0.589	-0.163	5.2e-85	U
chr20	51646291	51646357	26553539	26553542	Pancreas_Duct_cells	chr20:51646291-51646357	3CpGs	66bp	0.121	0.843	0.722	0.488	0.0995	4.72e-28	U
chr20	51659500	51659853	26553756	26553761	Pancreas_Delta_cells	chr20:51659500-51659853	5CpGs	353bp	0.193	0.898	0.705	0.411	-0.0738	4.82e-20	U
chr20	51812291	51812466	26556670	26556674	Dermal_Fibroblasts	chr20:51812291-51812466	4CpGs	175bp	0.306	0.905	0.599	0.37	0.175	3.45e-180	U
chr20	52086247	52086360	26560929	26560932	Bladder_Epithelial_cells	chr20:52086247-52086360	3CpGs	113bp	0.156	0.918	0.761	0.512	0.275	5.12e-57	U
chr20	52268038	52268230	26563277	26563282	Epidermal_Keratinocytes	chr20:52268038-52268230	5CpGs	192bp	0.213	0.902	0.689	0.514	0.415	1.59e-212	U
chr20	52403327	52403353	26564369	26564372	Breast_Basal_Epithelium	chr20:52403327-52403353	3CpGs	26bp	0.109	0.913	0.804	0.59	0.0514	1.63e-45	U
chr20	52872934	52873113	26568000	26568003	Bone_Osteoblasts	chr20:52872934-52873113	3CpGs	179bp	0.0432	0.9	0.857	0.604	-0.0258	7.36e-188	U
chr20	53546733	53546780	26574864	26574868	Ovary_Endometrial_Epithelium	chr20:53546733-53546780	4CpGs	47bp	0.117	0.942	0.825	0.561	-0.103	5.25e-46	U
chr20	53696750	53697072	26577629	26577642	Monocytes_Macrophages	chr20:53696750-53697072	13CpGs	322bp	0.215	0.922	0.707	0.524	0.0601	4.81e-84	U
chr20	53698318	53698457	26577669	26577676	Monocytes_Macrophages	chr20:53698318-53698457	7CpGs	139bp	0.231	0.909	0.678	0.419	0.0072	2.15e-70	U
chr20	53725523	53725620	26578174	26578180	Monocytes_Macrophages	chr20:53725523-53725620	6CpGs	97bp	0.195	0.934	0.739	0.463	-0.37	1.19e-52	U
chr20	53745254	53745368	26578459	26578466	Monocytes_Macrophages	chr20:53745254-53745368	7CpGs	114bp	0.31	0.927	0.616	0.422	-0.293	1.69e-56	U
chr20	53893851	53894669	26580476	26580495	Blood_B_cells	chr20:53893851-53894669	19CpGs	818bp	0.148	0.928	0.78	0.578	0.409	2.23e-81	U
chr20	53910735	53910966	26580699	26580707	Epidermal_Keratinocytes	chr20:53910735-53910966	8CpGs	231bp	0.179	0.93	0.751	0.584	-0.0507	1.38e-183	U
chr20	53912252	53912704	26580724	26580730	Erythrocyte_progenitors	chr20:53912252-53912704	6CpGs	452bp	0.0769	0.901	0.824	0.679	0.531	1e-63	U
chr20	54160371	54160442	26583140	26583143	Bone_Osteoblasts	chr20:54160371-54160442	3CpGs	71bp	0.11	0.914	0.804	0.634	0.362	4.39e-218	U
chr20	54188652	54188954	26583569	26583577	Dermal_Fibroblasts	chr20:54188652-54188954	8CpGs	302bp	0.317	0.913	0.596	0.322	0.216	1.27e-176	U
chr20	54452323	54452461	26585778	26585782	Bladder_Epithelial_cells	chr20:54452323-54452461	4CpGs	138bp	0.142	0.847	0.705	0.448	-0.154	2.99e-26	U
chr20	54539665	54539813	26586554	26586557	Fallopian_Epithelium	chr20:54539665-54539813	3CpGs	148bp	0.0687	0.874	0.805	0.595	0.0658	5.51e-35	U
chr20	54623091	54623113	26587324	26587327	Dermal_Fibroblasts	chr20:54623091-54623113	3CpGs	22bp	0.179	0.919	0.741	0.512	0.413	2.47e-210	U
chr20	54688982	54689027	26588078	26588081	Pancreas_Acinar_cells	chr20:54688982-54689027	3CpGs	45bp	0.138	0.933	0.796	0.671	0.519	8.33e-86	U
chr20	55268639	55268659	26592045	26592048	Heart_Fibroblasts	chr20:55268639-55268659	3CpGs	20bp	0.156	0.899	0.743	0.484	0.233	1.51e-47	U
chr20	55741516	55741617	26595302	26595307	Heart_Fibroblasts	chr20:55741516-55741617	5CpGs	101bp	0.202	0.907	0.705	0.444	0.282	9.81e-46	U
chr20	56407697	56407992	26601103	26601111	Bladder_Epithelial_cells	chr20:56407697-56407992	8CpGs	295bp	0.216	0.905	0.689	0.471	-0.149	1.37e-42	U
chr20	56414899	56415024	26601210	26601214	Blood_T_cells	chr20:56414899-56415024	4CpGs	125bp	0.249	0.886	0.638	0.306	-0.0832	2e-75	U
chr20	56487189	56487286	26602221	26602225	Blood_Granulocytes	chr20:56487189-56487286	4CpGs	97bp	0.128	0.91	0.782	0.53	0.39	4.95e-46	U
chr20	56487441	56487463	26602228	26602231	Monocytes_Macrophages	chr20:56487441-56487463	3CpGs	22bp	0.177	0.925	0.748	0.54	-0.328	7.33e-52	U
chr20	56702672	56702683	26606029	26606032	Breast_Basal_Epithelium	chr20:56702672-56702683	3CpGs	11bp	0.0971	0.868	0.771	0.549	0.146	4.96e-40	U
chr20	56703988	56704217	26606056	26606071	Breast_Basal_Epithelium	chr20:56703988-56704217	15CpGs	229bp	0.0807	0.885	0.804	0.523	0.125	2.14e-40	U
chr20	56709340	56709564	26606154	26606159	Heart_Fibroblasts	chr20:56709340-56709564	5CpGs	224bp	0.169	0.88	0.711	0.48	0.0662	8.95e-35	U
chr20	56851255	56851361	26608240	26608243	Head_Neck_Epithelium	chr20:56851255-56851361	3CpGs	106bp	0.0954	0.88	0.784	0.539	-0.507	3.4e-66	U
chr20	56935747	56935790	26609556	26609559	Heart_Fibroblasts	chr20:56935747-56935790	3CpGs	43bp	0.214	0.889	0.675	0.401	0.264	2.1e-38	U
chr20	57054393	57054452	26611267	26611270	Epidermal_Keratinocytes	chr20:57054393-57054452	3CpGs	59bp	0.0537	0.874	0.821	0.548	0.202	3.05e-180	U
chr20	57359083	57359665	26616242	26616250	Blood_Granulocytes	chr20:57359083-57359665	8CpGs	582bp	0.135	0.903	0.768	0.62	0.532	1.49e-70	U
chr20	57383902	57384086	26616627	26616632	Colon_Epithelium	chr20:57383902-57384086	5CpGs	184bp	0.0338	0.86	0.826	0.646	-0.0286	2.97e-45	U
chr20	57384098	57384742	26616632	26616651	Colon_Epithelium	chr20:57384098-57384742	19CpGs	644bp	0.0471	0.917	0.87	0.777	0.137	3.13e-67	U
chr20	57403183	57403370	26617336	26617341	Blood_Granulocytes	chr20:57403183-57403370	5CpGs	187bp	0.0498	0.917	0.867	0.654	0.532	1.01e-55	U
chr20	57403546	57403661	26617344	26617348	Blood_Granulocytes	chr20:57403546-57403661	4CpGs	115bp	0.0874	0.926	0.838	0.576	0.242	2.11e-44	U
chr20	57407576	57407720	26617471	26617486	Heart_Cardiomyocytes	chr20:57407576-57407720	15CpGs	144bp	0.0955	0.938	0.842	0.69	0.565	2.48e-110	U
chr20	57409921	57410045	26617567	26617572	Heart_Cardiomyocytes	chr20:57409921-57410045	5CpGs	124bp	0.0598	0.892	0.832	0.687	-0.0879	8.52e-42	U
chr20	57437696	57437750	26618113	26618116	Blood_Granulocytes	chr20:57437696-57437750	3CpGs	54bp	0.0943	0.93	0.836	0.571	0.365	1.09e-42	U
chr20	57704592	57704719	26622869	26622872	Pancreas_Duct_cells	chr20:57704592-57704719	3CpGs	127bp	0.203	0.845	0.642	0.381	-0.0975	4.69e-23	U
chr20	57715082	57715473	26623264	26623272	Skeletal-Muscle	chr20:57715082-57715473	8CpGs	391bp	0.368	0.872	0.504	0.26	-0.0195	1.16e-13	U
chr20	57935551	57935801	26626183	26626193	Gallbladder_epithelium	chr20:57935551-57935801	10CpGs	250bp	0.0161	0.892	0.876	0.63	0.509	1.21e-214	U
chr20	58002784	58002916	26627079	26627084	Pancreas_Duct_cells	chr20:58002784-58002916	5CpGs	132bp	0.275	0.87	0.595	0.336	0.173	4.05e-31	U
chr20	58022536	58022723	26627375	26627380	Dermal_Fibroblasts	chr20:58022536-58022723	5CpGs	187bp	0.274	0.873	0.599	0.336	0.0292	3.27e-159	U
chr20	58544583	58545004	26634388	26634397	Pancreas_Beta_cells	chr20:58544583-58545004	9CpGs	421bp	0.0307	0.901	0.87	0.59	0.276	7.06e-43	U
chr20	58545917	58546060	26634408	26634412	Bone_Osteoblasts	chr20:58545917-58546060	4CpGs	143bp	0.119	0.9	0.78	0.6	0.415	4.92e-212	U
chr20	58549844	58550184	26634468	26634473	Pancreas_Beta_cells	chr20:58549844-58550184	5CpGs	340bp	0.129	0.919	0.79	0.575	0.165	1.53e-38	U
chr20	58577018	58577630	26634884	26634897	Pancreas_Beta_cells	chr20:58577018-58577630	13CpGs	612bp	0.0702	0.847	0.776	0.54	0.427	8.93e-41	U
chr20	58578035	58578090	26634905	26634910	Pancreas_Beta_cells	chr20:58578035-58578090	5CpGs	55bp	0.121	0.872	0.751	0.488	0.375	3.79e-36	U
chr20	58602527	58602659	26635291	26635295	Colon_Epithelium	chr20:58602527-58602659	4CpGs	132bp	0.0772	0.912	0.835	0.648	0.432	9.41e-93	U
chr20	58696550	58696966	26637093	26637103	Pancreas_Alpha_cells	chr20:58696550-58696966	10CpGs	416bp	0.3	0.895	0.595	0.39	-0.0937	5.66e-24	U
chr20	58754220	58754408	26638026	26638032	Heart_Fibroblasts	chr20:58754220-58754408	6CpGs	188bp	0.0901	0.856	0.766	0.552	0.0687	3.59e-37	U
chr20	58817060	58817308	26639102	26639110	Prostate_Epithelium	chr20:58817060-58817308	8CpGs	248bp	0.328	0.852	0.524	0.201	-0.249	4.02e-16	U
chr20	58817928	58818223	26639133	26639143	Ovary_Endometrial_Epithelium	chr20:58817928-58818223	10CpGs	295bp	0.285	0.866	0.58	0.328	-0.0503	1.39e-29	U
chr20	58984880	58984980	26642231	26642235	Breast_Luminal_Epithelium	chr20:58984880-58984980	4CpGs	100bp	0.182	0.86	0.678	0.387	0.0739	4e-25	U
chr20	58990533	58991066	26642317	26642325	Oligodendrocytes	chr20:58990533-58991066	8CpGs	533bp	0.108	0.903	0.795	0.687	0.397	2.77e-71	U
chr20	59015104	59015166	26642925	26642929	Heart_Cardiomyocytes	chr20:59015104-59015166	4CpGs	62bp	0.0256	0.891	0.865	0.679	0.578	6.56e-84	U
chr20	59016008	59016100	26642956	26642961	Pancreas_Alpha_cells	chr20:59016008-59016100	5CpGs	92bp	0.276	0.911	0.636	0.367	-0.0632	3.28e-24	U
chr20	59041434	59041592	26643361	26643369	Small_intestine_Epithelium	chr20:59041434-59041592	8CpGs	158bp	0.0739	0.917	0.843	0.615	0.194	3.34e-55	U
chr20	59041597	59041722	26643370	26643377	Small_intestine_Epithelium	chr20:59041597-59041722	7CpGs	125bp	0.103	0.916	0.813	0.66	0.0573	1.81e-53	U
chr20	59363362	59363370	26647346	26647349	Pancreas_Beta_cells	chr20:59363362-59363370	3CpGs	8bp	0.0548	0.867	0.812	0.557	0.365	5.26e-33	U
chr20	59424668	59425211	26648198	26648213	Dermal_Fibroblasts	chr20:59424668-59425211	15CpGs	543bp	0.327	0.896	0.569	0.335	0.242	2.26e-180	U
chr20	59979238	59979730	26655119	26655129	Gastric_Epithelium	chr20:59979238-59979730	10CpGs	492bp	0.0622	0.92	0.858	0.605	0.378	2.65e-89	U
chr20	60210850	60210903	26657547	26657551	Gastric_Epithelium	chr20:60210850-60210903	4CpGs	53bp	0.152	0.923	0.771	0.645	0.337	2.9e-112	U
chr20	60749426	60749672	26662895	26662904	Breast_Basal_Epithelium	chr20:60749426-60749672	9CpGs	246bp	0.123	0.916	0.793	0.519	0.215	2.1e-53	U
chr20	60984494	60984607	26665377	26665382	Skeletal-Muscle	chr20:60984494-60984607	5CpGs	113bp	0.376	0.862	0.485	0.211	0.0194	8.63e-13	U
chr20	61448732	61448780	26672938	26672943	Oligodendrocytes	chr20:61448732-61448780	5CpGs	48bp	0.0502	0.885	0.835	0.676	0.282	4.67e-63	U
chr20	61660433	61660457	26676869	26676873	Epidermal_Keratinocytes	chr20:61660433-61660457	4CpGs	24bp	0.16	0.891	0.731	0.475	0.14	1.2e-183	U
chr20	61731330	61731636	26678385	26678394	Epidermal_Keratinocytes	chr20:61731330-61731636	9CpGs	306bp	0.151	0.848	0.696	0.486	0.331	1.83e-184	U
chr20	61731795	61731993	26678399	26678407	Epidermal_Keratinocytes	chr20:61731795-61731993	8CpGs	198bp	0.181	0.828	0.647	0.446	0.343	9.6e-183	U
chr20	61822481	61822515	26680448	26680454	Small_intestine_Epithelium	chr20:61822481-61822515	6CpGs	34bp	0.0391	0.916	0.877	0.626	0.402	5.41e-65	U
chr20	61990141	61990169	26685305	26685308	Blood_NK_cells	chr20:61990141-61990169	3CpGs	28bp	0.192	0.916	0.724	0.365	0.154	1.46e-27	U
chr20	62007410	62007594	26685722	26685731	Blood_NK_cells	chr20:62007410-62007594	9CpGs	184bp	0.345	0.923	0.578	0.31	-0.0358	1.05e-32	U
chr20	62021962	62022149	26686142	26686152	Dermal_Fibroblasts	chr20:62021962-62022149	10CpGs	187bp	0.281	0.91	0.629	0.346	0.103	1.59e-172	U
chr20	62043703	62043814	26686656	26686660	Pancreas_Delta_cells	chr20:62043703-62043814	4CpGs	111bp	0.265	0.911	0.646	0.343	-0.0792	6.27e-27	U
chr20	62117073	62117098	26688483	26688486	Dermal_Fibroblasts	chr20:62117073-62117098	3CpGs	25bp	0.259	0.844	0.585	0.376	0.183	6.78e-161	U
chr20	62179243	62179659	26690568	26690586	Liver_Hepatocytes	chr20:62179243-62179659	18CpGs	416bp	0.211	0.94	0.728	0.71	-0.467	2.02e-57	U
chr20	62201812	62201903	26691190	26691195	Blood_B_cells	chr20:62201812-62201903	5CpGs	91bp	0.169	0.902	0.733	0.509	0.00364	3.19e-39	U
chr20	62243061	62243200	26692485	26692492	Pancreas_Acinar_cells	chr20:62243061-62243200	7CpGs	139bp	0.13	0.914	0.784	0.682	0.182	1.64e-70	U
chr20	62281605	62281985	26693451	26693464	Lung_Alveolar_Epithelium	chr20:62281605-62281985	13CpGs	380bp	0.0727	0.914	0.841	0.623	0.186	1.9e-52	U
chr20	62338048	62338165	26695517	26695525	Blood_B_cells	chr20:62338048-62338165	8CpGs	117bp	0.23	0.931	0.702	0.556	0.427	1.92e-90	U
chr20	62390139	62390396	26697198	26697205	Neurons	chr20:62390139-62390396	7CpGs	257bp	0.314	0.849	0.534	0.305	-0.11	1.23e-43	U
chr20	62619357	62619448	26704043	26704048	Erythrocyte_progenitors	chr20:62619357-62619448	5CpGs	91bp	0.0533	0.912	0.859	0.695	0.62	3.51e-64	U
chr20	62689159	62689331	26706199	26706215	Breast_Luminal_Epithelium	chr20:62689159-62689331	16CpGs	172bp	0.388	0.854	0.466	0.224	-0.28	2.51e-11	U
chr20	62697010	62697100	26706444	26706447	Monocytes_Macrophages	chr20:62697010-62697100	3CpGs	90bp	0.134	0.852	0.718	0.422	0.187	7.68e-62	U
chr20	62738462	62738544	26707592	26707598	Breast_Luminal_Epithelium	chr20:62738462-62738544	6CpGs	82bp	0.278	0.863	0.584	0.281	-0.053	1.34e-18	U
chr20	62823967	62824100	26710219	26710227	Pancreas_Duct_cells	chr20:62823967-62824100	8CpGs	133bp	0.0979	0.9	0.802	0.52	0.0631	1.42e-35	U
chr20	62850493	62851004	26711051	26711069	Oligodendrocytes	chr20:62850493-62851004	18CpGs	511bp	0.119	0.904	0.784	0.651	0.377	2.49e-68	U
chr20	62851674	62851903	26711076	26711084	Oligodendrocytes	chr20:62851674-62851903	8CpGs	229bp	0.186	0.942	0.755	0.641	0.397	5.71e-100	U
chr20	62888985	62889230	26712311	26712325	Liver_Hepatocytes	chr20:62888985-62889230	14CpGs	245bp	0.0749	0.897	0.822	0.663	0.321	3.54e-80	U
chr20	62922500	62922550	26713023	26713026	Blood_T_cells	chr20:62922500-62922550	3CpGs	50bp	0.125	0.881	0.756	0.488	-0.302	1.47e-84	U
chr20	62951535	62951698	26713879	26713884	Blood_Granulocytes	chr20:62951535-62951698	5CpGs	163bp	0.0257	0.898	0.872	0.689	0.499	3.63e-53	U
chr20	63180668	63180745	26721002	26721007	Neurons	chr20:63180668-63180745	5CpGs	77bp	0.199	0.912	0.712	0.61	0.0341	4.53e-96	U
chr20	63380862	63380884	26726984	26726987	Breast_Luminal_Epithelium	chr20:63380862-63380884	3CpGs	22bp	0.171	0.885	0.714	0.417	-0.159	1.48e-16	U
chr20	63437332	63437539	26728965	26728970	Blood_NK_cells	chr20:63437332-63437539	5CpGs	207bp	0.217	0.863	0.646	0.369	0.111	1.91e-24	U
chr20	63501199	63501300	26731352	26731357	Skeletal-Muscle	chr20:63501199-63501300	5CpGs	101bp	0.337	0.864	0.527	0.262	-0.172	1.1e-11	U
chr20	63567042	63567128	26733864	26733872	Blood_NK_cells	chr20:63567042-63567128	8CpGs	86bp	0.347	0.924	0.577	0.344	-0.00908	8.04e-29	U
chr20	63610686	63610744	26735146	26735150	Thyroid_Epithelium	chr20:63610686-63610744	4CpGs	58bp	0.0649	0.892	0.827	0.654	0.613	2.21e-62	U
chr20	63623520	63623661	26735447	26735458	Liver_Hepatocytes	chr20:63623520-63623661	11CpGs	141bp	0.122	0.925	0.803	0.671	0.47	1.16e-93	U
chr20	63638722	63638787	26736033	26736037	Blood_T_cells	chr20:63638722-63638787	4CpGs	65bp	0.133	0.888	0.755	0.499	0.186	1.8e-92	U
chr20	63638868	63638931	26736038	26736043	Blood_T_cells	chr20:63638868-63638931	5CpGs	63bp	0.129	0.86	0.731	0.531	0.0387	4.39e-88	U
chr20	63638984	63638991	26736044	26736047	Blood_T_cells	chr20:63638984-63638991	3CpGs	7bp	0.224	0.915	0.692	0.527	0.207	1.41e-120	U
chr20	63683450	63683738	26737629	26737647	Breast_Basal_Epithelium	chr20:63683450-63683738	18CpGs	288bp	0.111	0.932	0.821	0.635	0.369	6.97e-65	U
chr20	63688644	63688738	26737830	26737835	Endothelial_cells	chr20:63688644-63688738	5CpGs	94bp	0.307	0.866	0.559	0.225	-0.244	4.22e-57	U
chr20	63734522	63734774	26739055	26739064	Liver_Hepatocytes	chr20:63734522-63734774	9CpGs	252bp	0.0735	0.933	0.859	0.782	0.0411	4.64e-81	U
chr20	63734898	63735226	26739064	26739088	Liver_Hepatocytes	chr20:63734898-63735226	24CpGs	328bp	0.234	0.945	0.711	0.687	-0.0987	1.3e-81	U
chr20	63750817	63750859	26739830	26739833	Blood_T_cells	chr20:63750817-63750859	3CpGs	42bp	0.142	0.894	0.753	0.496	0.0708	8.33e-86	U
chr20	63856590	63856597	26743517	26743520	Bone_Osteoblasts	chr20:63856590-63856597	3CpGs	7bp	0.198	0.91	0.712	0.562	0.0594	3.02e-190	U
chr20	63891394	63892084	26744627	26744646	Small_intestine_Epithelium	chr20:63891394-63892084	19CpGs	690bp	0.0957	0.937	0.841	0.771	0.509	7.53e-123	U
chr20	63906214	63906581	26745088	26745100	Blood_Granulocytes	chr20:63906214-63906581	12CpGs	367bp	0.0899	0.941	0.851	0.737	0.611	1.02e-96	U
chr20	63916366	63916402	26745356	26745361	Oligodendrocytes	chr20:63916366-63916402	5CpGs	36bp	0.0889	0.946	0.858	0.702	0.497	7.15e-87	U
chr20	63919232	63919362	26745419	26745425	Neurons	chr20:63919232-63919362	6CpGs	130bp	0.294	0.931	0.637	0.519	-0.44	6.3e-61	U
chr20	63927242	63927307	26745666	26745669	Ovary_Endometrial_Epithelium	chr20:63927242-63927307	3CpGs	65bp	0.158	0.901	0.743	0.483	-0.00684	2.56e-43	U
chr20	64068863	64069003	26750362	26750367	Erythrocyte_progenitors	chr20:64068863-64069003	5CpGs	140bp	0.119	0.911	0.792	0.676	0.474	1.63e-67	U
chr20	64071376	64071467	26750445	26750451	Blood_B_cells	chr20:64071376-64071467	6CpGs	91bp	0.0814	0.834	0.753	0.578	0.431	3.73e-58	U
chr20	64262839	64263150	26754723	26754731	Heart_Cardiomyocytes	chr20:64262839-64263150	8CpGs	311bp	0.133	0.936	0.803	0.705	0.459	2.31e-125	U
chr20	64268209	64268869	26754780	26754792	Heart_Cardiomyocytes	chr20:64268209-64268869	12CpGs	660bp	0.0847	0.918	0.833	0.662	0.406	1.89e-88	U
chr20	64269039	64269327	26754793	26754801	Heart_Cardiomyocytes	chr20:64269039-64269327	8CpGs	288bp	0.16	0.924	0.764	0.638	0.0158	1.06e-54	U
chr21	5053386	5055181	26757141	26757165	Breast_Basal_Epithelium	chr21:5053386-5055181	24CpGs	1795bp	0.122	0.895	0.773	0.546	-0.0992	3.69e-32	U
chr21	6114339	6116336	26767897	26767943	Gallbladder_epithelium	chr21:6114339-6116336	46CpGs	1997bp	0.125	0.915	0.79	0.632	0.455	4.07e-217	U
chr21	6456876	6458386	26771621	26771691	Epidermal_Keratinocytes	chr21:6456876-6458386	70CpGs	1510bp	0.0909	0.922	0.831	0.595	-0.0909	4.93e-127	U
chr21	6482554	6483715	26772523	26772536	Blood_NK_cells	chr21:6482554-6483715	13CpGs	1161bp	0.125	0.865	0.74	0.442	0.265	5.15e-25	U
chr21	15653315	15653687	26871461	26871467	Pancreas_Alpha_cells	chr21:15653315-15653687	6CpGs	372bp	0.336	0.885	0.549	0.337	0.146	1.63e-24	U
chr21	15733756	15733891	26872196	26872204	Blood_T_cells	chr21:15733756-15733891	8CpGs	135bp	0.063	0.93	0.867	0.725	-0.0417	2.45e-89	U
chr21	15823595	15823927	26872814	26872818	Blood_T_cells	chr21:15823595-15823927	4CpGs	332bp	0.251	0.9	0.649	0.436	-0.157	1.1e-75	U
chr21	16014251	16014386	26874141	26874145	Bone_Osteoblasts	chr21:16014251-16014386	4CpGs	135bp	0.0471	0.884	0.837	0.604	0.295	1.31e-199	U
chr21	16045407	16045574	26874360	26874364	Heart_Fibroblasts	chr21:16045407-16045574	4CpGs	167bp	0.168	0.888	0.72	0.468	0.133	1.12e-36	U
chr21	16894639	16894734	26880087	26880092	Breast_Basal_Epithelium	chr21:16894639-16894734	5CpGs	95bp	0.153	0.907	0.753	0.519	0.366	1.45e-52	U
chr21	17125270	17125362	26881319	26881322	Ovary_Endometrial_Epithelium	chr21:17125270-17125362	3CpGs	92bp	0.176	0.911	0.736	0.342	-0.121	9.82e-30	U
chr21	17136204	17136655	26881392	26881395	Heart_Fibroblasts	chr21:17136204-17136655	3CpGs	451bp	0.37	0.927	0.557	0.377	0.0862	2.9e-43	U
chr21	17515201	17515608	26884487	26884503	Gallbladder_epithelium	chr21:17515201-17515608	16CpGs	407bp	0.102	0.933	0.831	0.676	0.0583	7.63e-192	U
chr21	18269892	18270174	26890541	26890548	Skeletal-Muscle	chr21:18269892-18270174	7CpGs	282bp	0.339	0.874	0.535	0.257	0.0589	2.99e-14	U
chr21	18535952	18535984	26892331	26892334	Dermal_Fibroblasts	chr21:18535952-18535984	3CpGs	32bp	0.164	0.879	0.716	0.447	0.234	9.39e-175	U
chr21	21906620	21906781	26913841	26913844	Kidney_Epithelium	chr21:21906620-21906781	3CpGs	161bp	0.286	0.9	0.614	0.412	0.0279	3.3e-58	U
